group	chrom	start	end	mean_methylation	n_samples
AML	chr2	24870140	24870150	0.9814814825852712	18
AML	chr2	24870230	24870240	0.9796296324994829	18
AML	chr2	24870240	24870250	0.9930555555555556	18
AML	chr2	24870250	24870260	0.9814814825852712	18
AML	chr2	24870260	24870270	0.990740739636951	18
AML	chr2	24870400	24870410	0.9818376070923276	18
AML	chr2	24870470	24870480	0.9893047511577606	18
AML	chr2	24870600	24870610	0.9811167220274607	18
AML	chr2	24870630	24870640	0.9327460494306352	18
AML	chr2	24870770	24870780	0.9197983708646562	18
AML	chr2	24870780	24870790	0.9699366788069407	18
AML	chr2	24870930	24870940	0.8722046464681625	18
AML	chr2	24870940	24870950	0.8917989465925429	18
AML	chr2	24871000	24871010	0.9251225160227882	18
AML	chr2	24871080	24871090	0.9884781406985389	18
AML	chr2	24871100	24871110	0.9696156216992272	18
AML	chr2	24871120	24871130	0.9791504575146569	18
AML	chr2	24871180	24871190	0.9762065079477098	18
AML	chr2	24871340	24871350	0.9814734624491798	18
AML	chr2	24871350	24871360	0.9660633486859939	17
AML	chr2	24871440	24871450	0.949842780828476	18
AML	chr2	24871470	24871480	0.9587883982393477	18
AML	chr2	24871510	24871520	0.9701326489448547	18
AML	chr2	24871540	24871550	0.9735201332304213	18
AML	chr2	24871550	24871560	0.9685356285836961	18
AML	chr2	24871570	24871580	0.9764799541897244	18
AML	chr2	24871590	24871600	0.9777051210403442	18
AML	chr2	24871610	24871620	0.9473207493623098	18
AML	chr2	24871860	24871870	0.9687136511007944	18
AML	chr2	24871900	24871910	0.9835045105881162	18
AML	chr2	24871910	24871920	0.9634095496601529	18
AML	chr2	24871950	24871960	0.9441358049710592	18
AML	chr2	24871960	24871970	0.927270727025138	18
AML	chr2	24872070	24872080	0.9740740723080106	18
AML	chr2	24872080	24872090	0.988359789053599	18
AML	chr2	24872100	24872110	0.9017333454555936	18
AML	chr2	24872130	24872140	0.9706940882735782	18
AML	chr2	24872160	24872170	0.9693850146399604	18
AML	chr2	24872170	24872180	0.9538419908947415	18
AML	chr2	24872180	24872190	0.9612960682974921	18
AML	chr2	24872210	24872220	0.9440157148573134	18
AML	chr2	24872300	24872310	0.9241544504960378	18
AML	chr2	24872460	24872470	0.9779622654120127	18
AML	chr2	24872470	24872480	0.9722387260860867	18
AML	chr2	24872490	24872500	0.9591235452228122	18
AML	chr2	24872540	24872550	0.9748538037141165	18
AML	chr2	24872550	24872560	0.9687499536408318	18
AML	chr2	24872610	24872620	0.9841090010272132	18
AML	chr2	24872630	24872640	0.9962962965170542	18
AML	chr2	24872640	24872650	0.9704950120713975	18
AML	chr2	24872680	24872690	0.9873897665076785	18
AML	chr2	24872700	24872710	0.9293372299936082	18
AML	chr2	24872760	24872770	0.9370370374785529	18
AML	chr2	24872900	24872910	0.9252373178799947	18
AML	chr2	24872960	24872970	0.9373042318556044	18
AML	chr2	24872980	24872990	0.9653376738230387	18
AML	chr2	24873010	24873020	0.9759516484207578	18
AML	chr2	24873060	24873070	0.9692595932218764	18
AML	chr2	24873100	24873110	0.9724994930956099	18
AML	chr2	24873220	24873230	0.9706763625144958	18
AML	chr2	24873250	24873260	0.9767909447352091	18
AML	chr2	24873440	24873450	0.9604128566053178	18
AML	chr2	24873610	24873620	0.9491685198413001	18
AML	chr2	24873770	24873780	0.9541547960705228	18
AML	chr2	24873790	24873800	0.9456790122720931	18
AML	chr2	24873820	24873830	0.9286583761374155	18
AML	chr2	24873830	24873840	0.9316651986704932	18
AML	chr2	24873850	24873860	0.9256152841779921	18
AML	chr2	24873860	24873870	0.9037858744462332	18
AML	chr2	24873890	24873900	0.9242071310679117	18
AML	chr2	24874150	24874160	0.9420554704136319	18
AML	chr2	24874190	24874200	0.9568416310681237	18
AML	chr2	24874200	24874210	0.9012324743800693	18
AML	chr2	24874220	24874230	0.9424760242303213	18
AML	chr2	24874240	24874250	0.9557078745630052	18
AML	chr2	24874250	24874260	0.9672963619232178	18
AML	chr2	24874270	24874280	0.9217850731478797	18
AML	chr2	24874330	24874340	0.966699610153834	18
AML	chr2	24874340	24874350	0.9442828297615051	18
AML	chr2	24874510	24874520	0.9860479103194343	18
AML	chr2	24874580	24874590	0.9378491242726644	18
AML	chr2	24874640	24874650	0.9736788471539816	18
AML	chr2	24874710	24874720	0.9313662548859915	18
AML	chr2	24874760	24874770	0.9787610040770637	18
AML	chr2	24874790	24874800	0.8771008981598748	18
AML	chr2	24875020	24875030	0.975298156340917	18
AML	chr2	24875070	24875080	0.9634059800042046	18
AML	chr2	24875260	24875270	0.9402003218145931	17
AML	chr2	24875300	24875310	0.5024318857228055	17
AML	chr2	24875360	24875370	0.4407407430311044	18
AML	chr2	24875520	24875530	0.6906389569242796	18
AML	chr2	24875530	24875540	0.7854521017935541	18
AML	chr2	24875550	24875560	0.6488627754151821	18
AML	chr2	24875590	24875600	0.9731481505764855	18
AML	chr2	24875600	24875610	0.9628341264194913	18
AML	chr2	24875610	24875620	0.9521739913357629	18
AML	chr2	24875640	24875650	0.8333507825930914	18
AML	chr2	24875670	24875680	0.8985725227329466	18
AML	chr2	24875740	24875750	0.9819715685314603	18
AML	chr2	24875990	24876000	0.9655177063412137	18
AML	chr2	24876090	24876100	0.957848373386595	18
AML	chr2	24876320	24876330	0.9499160216914283	18
AML	chr2	24876360	24876370	0.9353046549691094	18
AML	chr2	24876610	24876620	0.9850308630201552	18
AML	chr2	24876620	24876630	0.9105836037132475	18
AML	chr2	24876630	24876640	0.9853835966851976	18
AML	chr2	24876660	24876670	0.9530792799260881	18
AML	chr2	24876700	24876710	0.9521416657500796	18
AML	chr2	24876730	24876740	0.9651251799530454	18
AML	chr2	24876800	24876810	0.9670483205053542	18
AML	chr2	24876820	24876830	0.9623515970177121	18
AML	chr2	24876890	24876900	0.9728835953606499	18
AML	chr2	24876910	24876920	0.961228436893887	18
AML	chr2	24877150	24877160	0.98019763496187	18
AML	chr2	24877230	24877240	0.9824989802307553	18
AML	chr2	24877250	24877260	0.9412291397651037	18
AML	chr2	24877260	24877270	0.9754464291036129	16
AML	chr2	24877310	24877320	0.9786810411347283	18
AML	chr2	24877430	24877440	0.9571136236190796	18
AML	chr2	24877460	24877470	0.7063558730814192	18
AML	chr2	24877480	24877490	0.9863866832521226	18
AML	chr2	24877600	24877610	0.9715463817119598	18
AML	chr2	24877610	24877620	0.9599737922350565	18
AML	chr2	24877650	24877660	0.9695219960477617	18
AML	chr2	24877740	24877750	0.9908678266737196	18
AML	chr2	24877820	24877830	0.9793209864033593	18
AML	chr2	24877830	24877840	0.976676795217726	18
AML	chr2	24877900	24877910	0.8713374849822786	18
AML	chr2	24877980	24877990	0.8545555604828728	18
AML	chr2	24878000	24878010	0.7667674091127183	18
AML	chr2	24878240	24878250	0.9472859501838684	18
AML	chr2	24878250	24878260	0.9813881119092306	18
AML	chr2	24878300	24878310	0.9843320846557617	18
AML	chr2	24878320	24878330	0.9301331573062472	18
AML	chr2	24878330	24878340	0.9504873289002312	18
AML	chr2	24878370	24878380	0.9675111936198341	18
AML	chr2	24878390	24878400	0.978398452202479	18
AML	chr2	24878520	24878530	0.9878016710281372	18
AML	chr2	24878540	24878550	0.9788986345132192	18
AML	chr2	24878550	24878560	0.9670054780112373	18
AML	chr2	24878560	24878570	0.9780423276954227	18
AML	chr2	24878570	24878580	0.9916666679912143	18
AML	chr2	24878580	24878590	0.9381969902250502	18
AML	chr2	24878710	24878720	0.9724275834030576	18
AML	chr2	24878750	24878760	0.9627865917152829	18
AML	chr2	24878760	24878770	0.9515845146444109	18
AML	chr2	24878920	24878930	0.9652432501316071	18
AML	chr2	24878930	24878940	0.9732397231790755	18
AML	chr2	24878950	24878960	0.9774993028905656	18
AML	chr2	24878960	24878970	0.9600168334113227	18
AML	chr2	24878990	24879000	0.9547460112306807	18
AML	chr2	24879040	24879050	0.9715977476702796	18
AML	chr2	24879060	24879070	0.9393669747644	18
AML	chr2	24879080	24879090	0.9255577329960134	18
AML	chr2	24879090	24879100	0.91448382453786	18
AML	chr2	24879110	24879120	0.9198458169897398	18
AML	chr2	24879190	24879200	0.9162380881607533	18
AML	chr2	24879200	24879210	0.9078431374886456	17
AML	chr2	24879230	24879240	0.839456190665563	18
AML	chr2	24879260	24879270	0.8642201191849179	18
AML	chr2	24879290	24879300	0.8548257516490089	18
AML	chr2	24879330	24879340	0.7848279045687782	18
AML	chr2	24879360	24879370	0.637302514579561	18
AML	chr2	24879370	24879380	0.7913493944538964	18
AML	chr2	24879380	24879390	0.8890852994389005	18
AML	chr2	24879400	24879410	0.8540097872416178	18
AML	chr2	24879430	24879440	0.7325825225561857	16
AML	chr2	24879580	24879590	0.8289215740035561	17
AML	chr2	24879590	24879600	0.7546296334928937	18
AML	chr2	24879700	24879710	0.9525985105170144	18
AML	chr2	24879720	24879730	0.9470847563611137	18
AML	chr2	24879730	24879740	0.945915549993515	18
AML	chr2	24879750	24879760	0.9055555562178293	18
AML	chr2	24879760	24879770	0.9147058830541723	17
AML	chr2	24879780	24879790	0.9296055833498637	18
AML	chr2	24879820	24879830	0.9944444431198968	18
AML	chr2	24879830	24879840	0.8159348766009012	18
AML	chr2	24879840	24879850	0.6036414591705098	17
AML	chr2	24879970	24879980	0.9943278928597769	18
AML	chr2	24880030	24880040	0.9432009624110328	18
AML	chr2	24880060	24880070	0.9635259310404459	18
AML	chr2	24880280	24880290	0.9905349777804481	18
AML	chr2	24880310	24880320	0.9633465574847327	18
AML	chr2	24880330	24880340	0.977214170826806	18
AML	chr2	24880340	24880350	0.964086522658666	18
AML	chr2	24880520	24880530	0.9743470251560211	18
AML	chr2	24880680	24880690	0.9625908235708872	18
AML	chr2	24880750	24880760	0.9130691885948181	18
AML	chr2	24880780	24880790	0.9858104851510789	18
AML	chr2	24880810	24880820	0.986473431189855	18
AML	chr2	24880830	24880840	0.9777910047107272	18
AML	chr2	24880900	24880910	0.9851851827568479	18
AML	chr2	24880920	24880930	0.9687049057748582	18
AML	chr2	24880930	24880940	0.9536684023009406	18
AML	chr2	24880940	24880950	0.956070731083552	18
AML	chr2	24881050	24881060	0.3281300438239294	17
AML	chr2	24881150	24881160	0.9628814061482748	18
AML	chr2	24881320	24881330	0.9253086447715759	18
AML	chr2	24881360	24881370	0.953622301419576	18
AML	chr2	24881370	24881380	0.9141931500699785	18
AML	chr2	24881380	24881390	0.9543430308500925	18
AML	chr2	24881440	24881450	0.9517460299862756	18
AML	chr2	24881540	24881550	0.9650118185414208	18
AML	chr2	24881650	24881660	0.795754493938552	18
AML	chr2	24881790	24881800	0.5762020548184713	18
AML	chr2	24881820	24881830	0.6334938568373522	18
AML	chr2	24881830	24881840	0.7976661390728421	18
AML	chr2	24881840	24881850	0.9395502640141381	18
AML	chr2	24881850	24881860	0.9282106823391385	18
AML	chr2	24881870	24881880	0.9321824030743705	18
AML	chr2	24881950	24881960	0.8349096367342604	18
AML	chr2	24881960	24881970	0.6990628689527512	18
AML	chr2	24881990	24882000	0.9108773387140698	18
AML	chr2	24882200	24882210	0.7980128832989268	18
AML	chr2	24882380	24882390	0.6420999289386802	18
AML	chr2	24882610	24882620	0.5096808750596311	18
AML	chr2	24882620	24882630	0.5169848672424754	18
AML	chr2	24882690	24882700	0.9573169218169318	18
AML	chr2	24882770	24882780	0.896286210252179	18
AML	chr2	24882780	24882790	0.8956208642986085	18
AML	chr2	24882820	24882830	0.9378648433420393	18
AML	chr2	24882830	24882840	0.9689808719687991	18
AML	chr2	24882850	24882860	0.9535779555638632	18
AML	chr2	24882880	24882890	0.9114819367726644	18
AML	chr2	24882980	24882990	0.9722222222222222	18
AML	chr2	24883000	24883010	0.651208623415894	18
AML	chr2	24883070	24883080	0.9754508336385092	18
AML	chr2	24883110	24883120	0.9703703688250648	18
AML	chr2	24883120	24883130	0.9695488711198171	18
AML	chr2	24883130	24883140	0.9165330363644494	18
AML	chr2	24883170	24883180	0.9045434821810987	18
AML	chr2	24883210	24883220	0.9725103378295898	18
AML	chr2	24883260	24883270	0.8169699981808662	18
AML	chr2	24883270	24883280	0.7234925213787291	18
AML	chr2	24883320	24883330	0.4632513587259584	18
AML	chr2	24883390	24883400	0.02308802389436298	18
AML	chr2	24883530	24883540	0.3060988287130992	18
AML	chr2	24883560	24883570	0.4603021504978339	18
AML	chr2	24883710	24883720	0.3525707866582606	18
AML	chr2	24883950	24883960	0.6683571644955211	18
AML	chr2	24884140	24884150	0.6044753115210268	18
AML	chr2	24884150	24884160	0.5872995923790667	18
AML	chr2	24884200	24884210	0.7312174646390809	18
AML	chr2	24884260	24884270	0.9714856379561954	18
AML	chr2	24884490	24884500	0.9852941176470589	17
AML	chr2	24884560	24884570	0.9797178142600589	18
AML	chr2	24884570	24884580	0.9829405479960971	18
AML	chr2	24884590	24884600	0.993827160861757	18
AML	chr2	24884600	24884610	0.9720965308301589	17
AML	chr2	24884620	24884630	0.9929549131128523	18
AML	chr2	24884630	24884640	0.9825669162803226	18
AML	chr2	24884670	24884680	0.9360398881965213	18
AML	chr2	24884720	24884730	0.9516638815402985	18
AML	chr2	24884760	24884770	0.983437223566903	18
AML	chr2	24884890	24884900	0.9531159765190549	18
AML	chr2	24884930	24884940	0.9417969385782877	18
AML	chr2	24885330	24885340	0.9932659963766733	18
AML	chr2	24885340	24885350	0.8878864852918519	18
AML	chr2	24885350	24885360	0.9288560218281217	18
AML	chr2	24885430	24885440	0.9757936729325188	18
AML	chr2	24885460	24885470	0.9607236319118075	18
AML	chr2	24885490	24885500	0.9452729192045	18
AML	chr2	24885500	24885510	0.9797971844673157	18
AML	chr2	24885840	24885850	0.8382466634114584	18
AML	chr2	24885850	24885860	0.8072884248362647	18
AML	chr2	24885890	24885900	0.10468704688052337	18
AML	chr2	24885930	24885940	0.2544065782179435	18
AML	chr2	24885970	24885980	0.14106688110364807	18
AML	chr2	24886140	24886150	0.572262255474925	18
AML	chr2	24886190	24886200	0.7588679186171956	18
AML	chr2	24886250	24886260	0.15654962468478414	18
AML	chr2	24886260	24886270	0.1468253992497921	18
AML	chr2	24886280	24886290	0.38662426442735726	18
AML	chr2	24886320	24886330	0.3517204678306977	18
AML	chr2	24886350	24886360	0.6614224596156014	18
AML	chr2	24886360	24886370	0.7656646586126752	18
AML	chr2	24886370	24886380	0.6466505759292178	18
AML	chr2	24886380	24886390	0.7529411806779749	17
AML	chr2	24886390	24886400	0.7146358595174902	17
AML	chr2	24886400	24886410	0.5314494362648796	17
AML	chr2	24886420	24886430	0.8968253959627712	17
AML	chr2	24886440	24886450	0.48800725884297314	17
AML	chr2	24886460	24886470	0.5205286224098766	17
AML	chr2	24886560	24886570	0.7225798211163945	18
AML	chr2	24886620	24886630	0.39856567254496944	18
AML	chr2	24886630	24886640	0.30372236172358197	18
AML	chr2	24886640	24886650	0.5838164401551088	18
AML	chr2	24886660	24886670	0.4754905967662732	18
AML	chr2	24886690	24886700	0.30211589692367447	18
AML	chr2	24886730	24886740	0.13808472806380856	18
AML	chr2	24886740	24886750	0.052888008248474866	18
AML	chr2	24886760	24886770	0.04235209338366985	18
AML	chr2	24886860	24886870	0.04102319851517677	18
AML	chr2	24886930	24886940	0.031956088004840746	18
AML	chr2	24886950	24886960	0.0349537038968669	18
AML	chr2	24886960	24886970	0.027410630136728287	18
AML	chr2	24887020	24887030	0.030721288898752794	18
AML	chr2	24887050	24887060	0.023530330922868516	18
AML	chr2	24887130	24887140	0.04054232914414671	18
AML	chr2	24887170	24887180	0.029166666997803584	18
AML	chr2	24887180	24887190	0.058018566471421056	18
AML	chr2	24887210	24887220	0.02829736926489406	18
AML	chr2	24887240	24887250	0.04622648470103741	18
AML	chr2	24887310	24887320	0.1445620357990265	18
AML	chr2	24887350	24887360	0.8428440143664678	18
AML	chr2	24887370	24887380	0.6815420041481653	18
AML	chr2	24887400	24887410	0.9410190367036395	18
AML	chr2	24887410	24887420	0.9074910349316068	18
AML	chr2	24887420	24887430	0.9089200165536668	18
AML	chr2	24887480	24887490	0.8134589095910391	18
AML	chr2	24887490	24887500	0.9242860145039029	18
AML	chr2	24887510	24887520	0.9630037016338773	18
AML	chr2	24887520	24887530	0.9686217970318265	18
AML	chr2	24887540	24887550	0.9657105174329546	18
AML	chr2	24887570	24887580	0.971047987540563	18
AML	chr2	24887580	24887590	0.9780864218870798	18
AML	chr2	24887610	24887620	0.8054777069224252	18
AML	chr2	24887630	24887640	0.9751424491405487	18
AML	chr2	24887650	24887660	0.9423508180512322	18
AML	chr2	24887660	24887670	0.9411654108100467	18
AML	chr2	24887680	24887690	0.9688855409622192	18
AML	chr2	24887770	24887780	0.9512029356426663	18
AML	chr2	24887780	24887790	0.9691363175710043	18
AML	chr2	24888150	24888160	0.94064176413748	18
AML	chr2	24888330	24888340	0.9566038566477159	17
AML	chr2	24888340	24888350	0.9755291011598375	18
AML	chr2	24888360	24888370	0.98891325460539925	18
AML	chr2	24888370	24888380	0.9973544975121816	18
AML	chr2	24888380	24888390	0.967171718676885	18
AML	chr2	24888420	24888430	0.9793931676281823	18
AML	chr2	24888440	24888450	0.9663392802079519	18
AML	chr2	24888550	24888560	0.962636904584037	18
AML	chr2	24888830	24888840	0.9738402565320333	18
AML	chr2	24888860	24888870	0.6114271225200759	18
AML	chr2	24888900	24888910	0.972853895690706	18
AML	chr2	24888930	24888940	0.9571989079316457	18
AML	chr2	24888980	24888990	0.9617268906699287	18
AML	chr2	24888990	24889000	0.9788721866077847	18
AML	chr2	24889070	24889080	0.9783061544100443	18
AML	chr2	24889100	24889110	0.9806620842880673	18
AML	chr2	24889330	24889340	0.9611469871468015	18
AML	chr2	24889340	24889350	0.976049949725469	18
AML	chr2	24889400	24889410	0.9576126469506158	18
AML	chr2	24889560	24889570	0.9563085072570376	18
AML	chr2	24889570	24889580	0.9715770880381266	18
AML	chr2	24889600	24889610	0.9695698585775163	18
AML	chr2	24889650	24889660	0.9211403363280826	18
AML	chr2	24889690	24889700	0.955368889702691	18
AML	chr2	24889740	24889750	0.9638888869020674	18
AML	chr2	24889750	24889760	0.9810245335102081	18
AML	chr2	24889760	24889770	0.9877948529190488	18
AML	chr2	24889780	24889790	0.9748877684275309	18
AML	chr2	24889790	24889800	0.9596255719661713	18
AML	chr2	24889820	24889830	0.9746481941805946	18
AML	chr2	24889830	24889840	0.8435520976781845	18
AML	chr2	24890290	24890300	0.950290815697776	18
AML	chr2	24890560	24890570	0.9285357097784678	18
AML	chr2	24890650	24890660	0.9843033485942416	18
AML	chr2	24890920	24890930	0.9953703714741601	18
AML	chr2	24890930	24890940	0.7314004318581687	18
AML	chr2	24890940	24890950	0.9785247445106506	17
AML	chr2	24891060	24891070	0.9853541751702627	18
AML	chr2	24891080	24891090	0.9768053955501981	18
AML	chr2	24891150	24891160	0.9792528450489044	18
AML	chr2	24891160	24891170	0.9708454774485694	18
AML	chr2	24891430	24891440	0.9791418810685476	18
AML	chr2	24891560	24891570	0.9617283940315247	18
AML	chr2	24891610	24891620	0.9722376532024808	18
AML	chr2	24891620	24891630	0.9744668900966644	18
AML	chr2	24891890	24891900	0.9719304409292009	18
AML	chr2	24891980	24891990	0.967150502734714	18
AML	chr2	24892040	24892050	0.9876563184791141	18
AML	chr2	24892300	24892310	0.9953703714741601	18
AML	chr2	24892310	24892320	0.9677130977312723	18
AML	chr2	24892340	24892350	0.9936507940292358	18
AML	chr2	24892390	24892400	0.9841400451130338	18
AML	chr2	24892410	24892420	0.9743485020266639	18
AML	chr2	24892470	24892480	0.9839918414751688	18
AML	chr2	24892480	24892490	0.9734231432278951	18
AML	chr2	24892490	24892500	0.9810156524181366	18
AML	chr2	24892500	24892510	0.9734736482302347	18
AML	chr2	24892520	24892530	1	18
AML	chr2	24892530	24892540	0.9920634925365448	18
AML	chr2	24892750	24892760	0.9782407383124033	18
AML	chr2	24892880	24892890	0.9752425750096639	18
AML	chr2	24892890	24892900	0.9705418315198686	18
AML	chr2	24892900	24892910	0.9849240283171335	18
AML	chr2	24893170	24893180	0.9480640060371823	18
AML	chr2	24893310	24893320	0.9778328869077895	18
AML	chr2	24893320	24893330	0.9805710580613878	18
AML	chr2	24893350	24893360	0.9733360939555697	18
AML	chr2	24893440	24893450	0.9927272730403476	18
AML	chr2	24893640	24893650	0.9921717180146111	18
AML	chr2	24893680	24893690	0.9640762739711337	18
AML	chr2	24893700	24893710	0.963000539276335	18
AML	chr2	24893880	24893890	0.9789918495549096	18
AML	chr2	24894100	24894110	0.5958711074458228	18
AML	chr2	24894240	24894250	0.9577811161677042	18
AML	chr2	24894290	24894300	0.9377909137143029	18
AML	chr2	24894440	24894450	0.9550375839074453	18
AML	chr2	24894800	24894810	0.5513141006231308	18
AML	chr2	24894980	24894990	0.6009900855521361	18
AML	chr2	24895120	24895130	1	17
AML	chr2	24895130	24895140	0.9676767720116509	18
AML	chr2	24895150	24895160	0.9681086672676934	18
AML	chr2	24895190	24895200	0.9800802138116624	18
AML	chr2	24895230	24895240	0.9550413125091128	18
AML	chr2	24895240	24895250	0.950058509906133	18
AML	chr2	24895270	24895280	0.9492663774225447	18
AML	chr2	24895290	24895300	0.6110670225073894	18
AML	chr2	24895300	24895310	0.9735371702247195	18
AML	chr2	24895320	24895330	0.9233230037821664	18
AML	chr2	24895370	24895380	0.9869620634449853	18
AML	chr2	24895470	24895480	0.9391524394353231	18
AML	chr2	24895710	24895720	0.9700235062175326	18
AML	chr2	24895730	24895740	0.9837450153297849	18
AML	chr2	24896100	24896110	0.9854256841871474	18
AML	chr2	24896150	24896160	0.9853395058049096	18
AML	chr2	24896170	24896180	0.9590064154730903	18
AML	chr2	24896200	24896210	0.9844556682639651	18
AML	chr2	24896270	24896280	0.985587606827418	18
AML	chr2	24896290	24896300	0.982825497786204	18
AML	chr2	24896330	24896340	0.968975176413854	18
AML	chr2	24896540	24896550	0.9849942823251089	18
AML	chr2	24896700	24896710	0.9655603667100271	18
AML	chr2	24896720	24896730	0.9722222222222222	18
AML	chr2	24896730	24896740	0.9732397231790755	18
AML	chr2	24896850	24896860	0.9686397678322263	18
AML	chr2	24896860	24896870	0.9732798073026869	18
AML	chr2	24896920	24896930	0.9406084650092654	18
AML	chr2	24896930	24896940	0.9656976295842065	18
AML	chr2	24897050	24897060	0.9413745303948721	18
AML	chr2	24897080	24897090	0.9612060785293579	18
AML	chr2	24897550	24897560	0.9666351046827104	18
AML	chr2	24897590	24897600	0.9417175418800778	18
AML	chr2	24897600	24897610	0.9177197813987732	18
AML	chr2	24897700	24897710	0.8580877068969939	18
AML	chr2	24897780	24897790	0.9393066697650485	18
AML	chr2	24897790	24897800	0.978787879149119	18
AML	chr2	24897800	24897810	0.9729587568177117	18
AML	chr2	24897820	24897830	0.9814955161677467	18
AML	chr2	24897850	24897860	0.9740641713142395	17
AML	chr2	24897860	24897870	0.9759803905206568	17
AML	chr2	24897900	24897910	0.9593248400423262	18
AML	chr2	24898110	24898120	0.9752489891317155	18
AML	chr2	24898180	24898190	0.9528860052426656	18
AML	chr2	24898190	24898200	0.9391636119948493	18
AML	chr2	24898200	24898210	0.9609307381841872	18
AML	chr2	24898260	24898270	0.9767450127336714	18
AML	chr2	24898280	24898290	0.9408670034673479	18
AML	chr2	24898290	24898300	0.7659299009376102	18
AML	chr2	24898310	24898320	0.7689542522033056	18
AML	chr2	24898330	24898340	0.8316120815773805	18
AML	chr2	24898370	24898380	0.9448281824588776	18
AML	chr2	24898380	24898390	0.9427048001024458	18
AML	chr2	24898420	24898430	0.8172167150510682	18
AML	chr2	24898440	24898450	0.8037101899584135	18
AML	chr2	24898480	24898490	0.7951609078380797	18
AML	chr2	24898560	24898570	0.7157787426064411	18
AML	chr2	24898630	24898640	0.709093833135234	18
AML	chr2	24898690	24898700	0.7084196836998066	18
AML	chr2	24898700	24898710	0.7068215621014436	18
AML	chr2	24898750	24898760	0.7107325868888034	18
AML	chr2	24898800	24898810	0.7789407490442196	18
AML	chr2	24898880	24898890	0.7843547927008735	18
AML	chr2	24898890	24898900	0.7836420867178175	18
AML	chr2	24898900	24898910	0.7757760609189669	18
AML	chr2	24898910	24898920	0.7820625603199005	18
AML	chr2	24898920	24898930	0.7744615260097716	18
AML	chr2	24898980	24898990	0.47888735433419544	18
AML	chr2	24899040	24899050	0.9542900290754106	18
AML	chr2	24899190	24899200	0.9784557554456923	18
AML	chr2	24899230	24899240	0.9698664247989655	18
AML	chr2	24899250	24899260	0.9768982662094964	18
AML	chr2	24899280	24899290	0.9424122174580892	18
AML	chr2	24899360	24899370	0.9779196381568909	18
AML	chr2	24899380	24899390	0.9801883598168691	18
AML	chr2	24899400	24899410	0.9533523619174957	18
AML	chr2	24899560	24899570	0.8462138324975967	18
AML	chr2	24899600	24899610	0.6875000165568458	18
AML	chr2	24899640	24899650	0.6319663847486178	18
AML	chr2	24899710	24899720	0.7461538480387794	18
AML	chr2	24899720	24899730	0.6788961076074176	18
AML	chr2	24899950	24899960	0.9199735439485974	18
AML	chr2	24900170	24900180	0.7800474845700793	18
AML	chr2	24900190	24900200	0.9828431374496884	18
AML	chr2	24900250	24900260	0.9521535105175443	18
AML	chr2	24900270	24900280	0.9543712006674873	18
AML	chr2	24900380	24900390	0.9766573274836821	17
AML	chr2	24900500	24900510	0.9515468411975436	18
AML	chr2	24900570	24900580	0.922088149521086	18
AML	chr2	24900580	24900590	0.973544975121816	18
AML	chr2	24900630	24900640	0.8658716728289922	18
AML	chr2	24900660	24900670	0.8001510865158505	18
AML	chr2	24900820	24900830	0.528178239448203	18
AML	chr2	24900830	24900840	0.523915843727688	18
AML	chr2	24900920	24900930	0.9516697062386407	18
AML	chr2	24900970	24900980	0.9681148098574744	18
AML	chr2	24901010	24901020	0.9452886680761973	18
AML	chr2	24901040	24901050	0.9877899885177612	18
AML	chr2	24901050	24901060	0.9411776496304406	18
AML	chr2	24901060	24901070	0.9077243033577415	17
AML	chr2	24901100	24901110	0.9714285698201921	18
AML	chr2	24901120	24901130	0.9524960749679141	18
AML	chr2	24901150	24901160	0.99411231941647	18
AML	chr2	24901170	24901180	0.9604487286673652	18
AML	chr2	24901220	24901230	0.9630939198864831	18
AML	chr2	24901230	24901240	0.9604120585653517	18
AML	chr2	24901280	24901290	0.9781012766891055	18
AML	chr2	24901410	24901420	0.9511706299251981	18
AML	chr2	24901680	24901690	0.9601370857821571	18
AML	chr2	24902180	24902190	0.9649859948290719	18
AML	chr2	24902230	24902240	0.9531894591119554	18
AML	chr2	24902290	24902300	0.9874338606993357	18
AML	chr2	24902300	24902310	0.9810185200638242	18
AML	chr2	24902310	24902320	0.9709604183832804	18
AML	chr2	24902350	24902360	0.9875243670410581	18
AML	chr2	24902360	24902370	0.9689153432846069	18
AML	chr2	24902440	24902450	0.9769906202952067	18
AML	chr2	24902510	24902520	0.9701378676626418	18
AML	chr2	24902580	24902590	0.973873409960005	18
AML	chr2	24902610	24902620	0.97661228312386406	18
AML	chr2	24902670	24902680	0.953125	16
AML	chr2	24902680	24902690	0.9425925943586562	18
AML	chr2	24902750	24902760	0.9644296599758996	18
AML	chr2	24902760	24902770	0.9713444279299842	18
AML	chr2	24902790	24902800	0.9767597450150384	18
AML	chr2	24902820	24902830	0.9690500133567386	18
AML	chr2	24902850	24902860	0.977869345082177	18
AML	chr2	24902880	24902890	0.9788863990041945	18
AML	chr2	24902970	24902980	0.9859036306540171	18
AML	chr2	24903010	24903020	0.9783602158228556	18
AML	chr2	24903070	24903080	0.9808308912648095	18
AML	chr2	24903100	24903110	0.9831730723381042	18
AML	chr2	24903210	24903220	0.8941236337025961	18
AML	chr2	24903250	24903260	0.5377527522957988	18
AML	chr2	24903370	24903380	0.3754901991170995	17
AML	chr2	24903380	24903390	0.38383761627806556	18
AML	chr2	24903400	24903410	0.411050064696206	18
AML	chr2	24903450	24903460	0.5510662214623557	18
