chrom	start	end	n_samples_AML	n_samples_PBMC	mean_signal_AML	mean_signal_PBMC	median_signal_AML	median_signal_PBMC	mean_diff_AML_minus_PBMC	median_diff_AML_minus_PBMC
chr2	24755440	24755450	13	3	0.7349223081882184	0.7967933019002279	0	1.0432499647140503	-0.06187099371200955	-1.0432499647140503
chr2	24755450	24755460	13	3	0.7349223081882184	0.7967933019002279	0	1.0432499647140503	-0.06187099371200955	-1.0432499647140503
chr2	24755460	24755470	13	3	0.7349223081882184	0.7967933019002279	0	1.0432499647140503	-0.06187099371200955	-1.0432499647140503
chr2	24755470	24755480	13	3	0.5492776999106774	0.622917652130127	0	0.5216230154037476	-0.07363995221944952	-0.5216230154037476
chr2	24755480	24755490	13	3	0.39726592944218564	0.4490433136622111	0	0	-0.05177738422002548	0
chr2	24755490	24755500	13	3	0.4075913154161893	0.224522332350413	0	0	0.18306898306577632	0
chr2	24755500	24755510	13	3	0.521341296342703	0.224522332350413	0	0	0.29681896399229	0
chr2	24755510	24755520	13	3	0.521341296342703	0.224522332350413	0	0	0.29681896399229	0
chr2	24755520	24755530	13	3	0.521341296342703	0.224522332350413	0	0	0.29681896399229	0
chr2	24755530	24755540	13	3	0.7150861483353835	0.224522332350413	0	0	0.49056381598497056	0
chr2	24755540	24755550	13	3	0.5880453953376183	0.224522332350413	0	0	0.3635230629872054	0
chr2	24755550	24755560	13	3	0.8272161483764648	0.224522332350413	0	0	0.6026938160260519	0
chr2	24755560	24755570	13	3	0.8272161483764648	0.224522332350413	0	0	0.6026938160260519	0
chr2	24755570	24755580	13	3	0.8272161483764648	0	0	0	0.8272161483764648	0
chr2	24755580	24755590	13	3	0.720163840513963	0.224522332350413	0	0	0.49564150816355	0
chr2	24755590	24755600	13	3	0.720163840513963	0.224522332350413	0	0	0.49564150816355	0
chr2	24755600	24755610	13	3	0.5931238394517165	0.224522332350413	0	0	0.36860150710130357	0
chr2	24755610	24755620	13	3	0.4761738410362831	1.021316647529602	0	1.0432499647140503	-0.545142806493319	-1.0432499647140503
chr2	24755620	24755630	13	3	0.4761738410362831	1.021316647529602	0	1.0432499647140503	-0.545142806493319	-1.0432499647140503
chr2	24755630	24755640	13	3	0.4761738410362831	1.021316647529602	0	1.0432499647140503	-0.545142806493319	-1.0432499647140503
chr2	24755640	24755650	13	3	0.4247774619322557	2.0426299571990967	0	2.0864899158477783	-1.617852495266841	-2.0864899158477783
chr2	24755650	24755660	13	3	0.47830307483673096	1.6948833068211873	0	1.0432499647140503	-1.2165802319844563	-1.0432499647140503
chr2	24755660	24755670	13	3	0.38944308574383074	1.9194066921869914	0	1.0432499647140503	-1.5299636064431608	-1.0432499647140503
chr2	24755670	24755680	13	3	0.47826693608210635	2.1439265807469687	0	1.0432499647140503	-1.6656596446648624	-1.0432499647140503
chr2	24755680	24755690	13	3	0.47826693608210635	2.3684499661127725	0	1.0432499647140503	-1.8901830300306661	-1.0432499647140503
chr2	24755690	24755700	13	3	0.47826693608210635	2.3684499661127725	0	1.0432499647140503	-1.8901830300306661	-1.0432499647140503
chr2	24755700	24755710	13	3	0.6053077074197623	2.020699977874756	0	0	-1.4153922704549937	0
chr2	24755710	24755720	13	3	0.6879167098265427	2.020699977874756	0	0	-1.332783268048213	0
chr2	24755720	24755730	13	3	0.8777151657984807	2.020699977874756	0	0	-1.1429848120762751	0
chr2	24755730	24755740	13	3	0.8777151657984807	2.020699977874756	0	0	-1.1429848120762751	0
chr2	24755740	24755750	13	3	1.308211326599121	1.796176592508952	0.6958370208740234	0	-0.4879652659098308	0.6958370208740234
chr2	24755750	24755760	13	3	1.2193874579209547	1.796176592508952	0.6958370208740234	0	-0.5767891345879972	0.6958370208740234
chr2	24755760	24755770	13	3	1.2193874579209547	0.8980899651845297	0.6958370208740234	0	0.32129749273642505	0.6958370208740234
chr2	24755770	24755780	13	3	1.338468230687655	0.8980899651845297	0	0	0.4403782655031253	0
chr2	24755780	24755790	13	3	1.2496443620094886	0.8980899651845297	0	0	0.3515543968249589	0
chr2	24755790	24755800	13	3	1.3857797384262085	0.8980899651845297	0	0	0.48768977324167884	0
chr2	24755800	24755810	13	3	1.4746036071043749	0.6735666592915853	0	0	0.8010369478127896	0
chr2	24755810	24755820	13	3	1.4301715539051936	0.8474409977595011	0	0.5216230154037476	0.5827305561456925	-0.5216230154037476
chr2	24755820	24755830	13	3	1.2940369294239924	0.622917652130127	0	0.5216230154037476	0.6711192772938654	-0.5216230154037476
chr2	24755830	24755840	13	3	1.0074538542674139	0.39839667081832886	0	0.5216230154037476	0.609057183449085	-0.5216230154037476
chr2	24755840	24755850	13	3	1.0074538542674139	0.17387433846791586	0	0	0.833579515799498	0
chr2	24755850	24755860	13	3	0.6840084699484018	0.17387433846791586	0	0	0.5101341314804859	0
chr2	24755860	24755870	13	3	0.8696153805806086	0.3477499882380168	0	0	0.5218653923425918	0
chr2	24755870	24755880	13	3	1.0584238675924449	0.3477499882380168	0	0	0.710673879354428	0
chr2	24755880	24755890	13	3	0.9592738426648654	0.3477499882380168	0	0	0.6115238544268486	0
chr2	24755890	24755900	13	3	0.9592738426648654	0.3477499882380168	0	0	0.6115238544268486	0
chr2	24755900	24755910	13	3	0.8231392273536096	0.6954966386159261	0	0	0.12764258873768342	0
chr2	24755910	24755920	13	3	0.8766653904548058	0.6954966386159261	0	0	0.1811687518388797	0
chr2	24755920	24755930	13	3	0.8293546438217163	0.6954966386159261	0	0	0.13385800520579016	0
chr2	24755930	24755940	13	3	0.9563954151593722	0.6954966386159261	0	0	0.26089877654344606	0
chr2	24755940	24755950	13	3	1.0452184768823476	0.6954966386159261	0	0	0.34972183826642145	0
chr2	24755950	24755960	13	3	1.1283992437215953	0.6954966386159261	1.0813499689102173	0	0.43290260510566914	1.0813499689102173
chr2	24755960	24755970	13	3	1.0213474677159236	0.6954966386159261	0.6958370208740234	0	0.3258508290999974	0.6958370208740234
chr2	24755970	24755980	13	3	0.8357405570837168	0.17387433846791586	0	0	0.6618662186158009	0
chr2	24755980	24755990	13	3	0.6469320700718806	0.17387433846791586	0	0	0.4730577316039647	0
chr2	24755990	24756000	13	3	0.5302174549836379	0.17387433846791586	0	0	0.35634311651572204	0
chr2	24756000	24756010	13	3	0.6302020733173077	0.17387433846791586	0	0	0.4563277348493918	0
chr2	24756010	24756020	13	3	0.6302020733173077	0.17387433846791586	0	0	0.4563277348493918	0
chr2	24756020	24756030	13	3	0.5413790115943322	0	0	0	0.5413790115943322	0
chr2	24756030	24756040	13	3	0.5413790115943322	0	0	0	0.5413790115943322	0
chr2	24756040	24756050	13	3	0.5413790115943322	0	0	0	0.5413790115943322	0
chr2	24756050	24756060	13	3	0.45255516125605655	0	0	0	0.45255516125605655	0
chr2	24756060	24756070	13	3	0.3693743944168091	0	0	0	0.3693743944168091	0
chr2	24756070	24756080	13	3	0.3158484697341919	0	0	0	0.3158484697341919	0
chr2	24756080	24756090	13	3	0.3158484697341919	0	0	0	0.3158484697341919	0
chr2	24756090	24756100	13	3	0.3158484697341919	0	0	0	0.3158484697341919	0
chr2	24756100	24756110	13	3	0.3158484697341919	0	0	0	0.3158484697341919	0
chr2	24756110	24756120	13	3	0.3158484697341919	0	0	0	0.3158484697341919	0
chr2	24756120	24756130	13	3	0.21586385140052208	0	0	0	0.21586385140052208	0
chr2	24756130	24756140	13	3	0.08882308006286621	0	0	0	0.08882308006286621	0
chr2	24756140	24756150	13	3	0	0	0	0	0	0
chr2	24756150	24756160	13	3	0	0	0	0	0	0
chr2	24756160	24756170	13	3	0.12704077133765587	0	0	0	0.12704077133765587	0
chr2	24756170	24756180	13	3	0.12704077133765587	0	0	0	0.12704077133765587	0
chr2	24756180	24756190	13	3	0.6045677019999578	0.17387433846791586	0	0	0.4306933635320419	0
chr2	24756190	24756200	13	3	0.6045677019999578	0.17387433846791586	0	0	0.4306933635320419	0
chr2	24756200	24756210	13	3	0.6045677019999578	0.17387433846791586	0	0	0.4306933635320419	0
chr2	24756210	24756220	13	3	0.6933907637229333	0.17387433846791586	0	0	0.5195164252550174	0
chr2	24756220	24756230	13	3	0.7800846099853516	0.17387433846791586	0	0	0.6062102715174357	0
chr2	24756230	24756240	13	3	1.065676945906419	0.17387433846791586	1.0813499689102173	0	0.8918026074385031	1.0813499689102173
chr2	24756240	24756250	13	3	1.2252200200007513	0.17387433846791586	1.127020001411438	0	1.0513456815328355	1.127020001411438
chr2	24756250	24756260	13	3	1.2252200200007513	0.17387433846791586	1.127020001411438	0	1.0513456815328355	1.127020001411438
chr2	24756260	24756270	13	3	1.2252200200007513	0.3477499882380168	1.127020001411438	0	0.8774700317627344	1.127020001411438
chr2	24756270	24756280	13	3	1.0981792486630952	0.9331366618474325	1.0813499689102173	1.0432499647140503	0.16504258681566275	0.03810000419616699
chr2	24756280	24756290	13	3	1.0981792486630952	0.9331366618474325	1.0813499689102173	1.0432499647140503	0.16504258681566275	0.03810000419616699
chr2	24756290	24756300	13	3	0.7206369363344632	0.9331366618474325	0	1.0432499647140503	-0.21249972551296925	-1.0432499647140503
chr2	24756300	24756310	13	3	0.7206369363344632	0.9331366618474325	0	1.0432499647140503	-0.21249972551296925	-1.0432499647140503
chr2	24756310	24756320	13	3	0.7206369363344632	0.9331366618474325	0	1.0432499647140503	-0.21249972551296925	-1.0432499647140503
chr2	24756320	24756330	13	3	0.9041507702607375	0.9331366618474325	0	1.0432499647140503	-0.028985891586694956	-1.0432499647140503
chr2	24756330	24756340	13	3	0.8174576942737286	1.1576589941978455	0	1.0432499647140503	-0.34020129992411685	-1.0432499647140503
chr2	24756340	24756350	13	3	0.8219676934755765	1.2083043257395427	0	1.3471299409866333	-0.3863366322639662	-1.3471299409866333
chr2	24756350	24756360	13	3	0.925600006030156	1.2083043257395427	0	1.3471299409866333	-0.2827043197093867	-1.3471299409866333
chr2	24756360	24756370	13	3	1.1751423157178438	1.2083043257395427	1.2998000383377075	1.3471299409866333	-0.03316201002169894	-0.04732990264892578
chr2	24756370	24756380	13	3	1.1751423157178438	1.2083043257395427	1.2998000383377075	1.3471299409866333	-0.03316201002169894	-0.04732990264892578
chr2	24756380	24756390	13	3	1.1751423157178438	0.622917652130127	1.2998000383377075	0.5216230154037476	0.5522246635877168	0.77817702293396
chr2	24756390	24756400	13	3	1.1751423157178438	0.8474409977595011	1.2998000383377075	0.5216230154037476	0.3277013179583427	0.77817702293396
chr2	24756400	24756410	13	3	1.075157697384174	0.8474409977595011	0	0.5216230154037476	0.227716699624673	-0.5216230154037476
chr2	24756410	24756420	13	3	1.075157697384174	0.8474409977595011	0	0.5216230154037476	0.227716699624673	-0.5216230154037476
chr2	24756420	24756430	13	3	0.7161261576872605	0.6735666592915853	0	0	0.04255949839567519	0
chr2	24756430	24756440	13	3	0.7126130690941443	0.6735666592915853	0	0	0.03904640980255902	0
chr2	24756440	24756450	13	3	0.9263469164188092	0.6735666592915853	0	0	0.25278025712722385	0
chr2	24756450	24756460	13	3	0.9927977140133197	0.6735666592915853	0	0	0.3192310547217344	0
chr2	24756460	24756470	13	3	0.8463377127280602	0.6735666592915853	0	0	0.17277105343647492	0
chr2	24756470	24756480	13	3	0.5967953847004817	0.6735666592915853	0	0	-0.07677127459110367	0
chr2	24756480	24756490	13	3	0.7329300000117376	0.6735666592915853	0	0	0.05936334072015226	0
chr2	24756490	24756500	13	3	0.9185746082892785	0.4490433136622111	1.127020001411438	0	0.4695312946270674	1.127020001411438
chr2	24756500	24756510	13	3	1.025626145876371	0.224522332350413	1.2998000383377075	0	0.8011038135259579	1.2998000383377075
chr2	24756510	24756520	13	3	1.025626145876371	0.224522332350413	1.2998000383377075	0	0.8011038135259579	1.2998000383377075
chr2	24756520	24756530	13	3	1.2358469229478102	0.224522332350413	1.2998000383377075	0	1.011324590597397	1.2998000383377075
chr2	24756530	24756540	13	3	1.2358469229478102	0.224522332350413	1.2998000383377075	0	1.011324590597397	1.2998000383377075
chr2	24756540	24756550	13	3	1.1526661469386175	0.224522332350413	1.2998000383377075	0	0.9281438145882045	1.2998000383377075
chr2	24756550	24756560	13	3	0.9389322996139526	0	1.2998000383377075	0	0.9389322996139526	1.2998000383377075
chr2	24756560	24756570	13	3	0.7557669144410354	0	0	0	0.7557669144410354	0
chr2	24756570	24756580	13	3	0.907877674469581	0	0	0	0.907877674469581	0
chr2	24756580	24756590	13	3	0.8008261368824885	0	0	0	0.8008261368824885	0
chr2	24756590	24756600	13	3	0.6646915215712327	0.224522332350413	0	0	0.4401691892208197	0
chr2	24756600	24756610	13	3	0.47904691329369176	0.224522332350413	0	0	0.2545245809432788	0
chr2	24756610	24756620	13	3	0.47904691329369176	0.224522332350413	0	0	0.2545245809432788	0
chr2	24756620	24756630	13	3	0.47904691329369176	0.224522332350413	0	0	0.2545245809432788	0
chr2	24756630	24756640	13	3	0.49378307049091047	0.224522332350413	0	0	0.26926073814049745	0
chr2	24756640	24756650	13	3	0.7040046086678138	0.224522332350413	0	0	0.4794822763174008	0
chr2	24756650	24756660	13	3	0.757530533350431	0.224522332350413	0	0	0.533008201000018	0
chr2	24756660	24756670	13	3	0.757530533350431	0.224522332350413	0	0	0.533008201000018	0
chr2	24756670	24756680	13	3	0.757530533350431	0.224522332350413	0	0	0.533008201000018	0
chr2	24756680	24756690	13	3	0.57188592507289	0.224522332350413	0	0	0.3473635927224771	0
chr2	24756690	24756700	13	3	0.57188592507289	0.224522332350413	0	0	0.3473635927224771	0
chr2	24756700	24756710	13	3	0.6585797713353083	0.224522332350413	0	0	0.43405743898489535	0
chr2	24756710	24756720	13	3	0.6585797713353083	0.224522332350413	0	0	0.43405743898489535	0
chr2	24756720	24756730	13	3	0.7947143866465642	0.5722723205884298	0	0.673566997051239	0.22244206605813444	-0.673566997051239
chr2	24756730	24756740	13	3	0.9702313129718487	0.5722723205884298	0	0.673566997051239	0.3979589923834189	-0.673566997051239
chr2	24756740	24756750	13	3	0.7452728473223172	0.7461456656455994	0	0.673566997051239	-8.728183232821207e-4	-0.673566997051239
chr2	24756750	24756760	13	3	0.5350513091454139	0.5216233332951864	0	0	0.01342797585022748	0
chr2	24756760	24756770	13	3	0.5350513091454139	0.5216233332951864	0	0	0.01342797585022748	0
chr2	24756770	24756780	13	3	0.5350513091454139	0.6954966386159261	0	0	-0.16044532947051227	0
chr2	24756780	24756790	13	3	0.5350513091454139	0.6954966386159261	0	0	-0.16044532947051227	0
chr2	24756790	24756800	13	3	0.4518705423061664	1.2808833122253418	0	1.756160020828247	-0.8290127699191754	-1.756160020828247
chr2	24756800	24756810	13	3	0.6350359274790838	1.2808833122253418	0	1.756160020828247	-0.645847384746258	-1.756160020828247
chr2	24756810	24756820	13	3	0.5483428514920748	1.6286333401997883	0	1.756160020828247	-1.0802904887077136	-1.756160020828247
chr2	24756820	24756830	13	3	0.6371667018303504	1.6286333401997883	0	1.756160020828247	-0.9914666383694379	-1.756160020828247
chr2	24756830	24756840	13	3	0.5010320865190946	1.6286333401997883	0	1.756160020828247	-1.1276012536806936	-1.756160020828247
chr2	24756840	24756850	13	3	0.3255143899184007	1.6286333401997883	0	1.756160020828247	-1.3031189502813876	-1.756160020828247
chr2	24756850	24756860	13	3	0.3255143899184007	1.6286333401997883	0	1.756160020828247	-1.3031189502813876	-1.756160020828247
chr2	24756860	24756870	13	3	0.3255143899184007	1.6286333401997883	0	1.756160020828247	-1.3031189502813876	-1.756160020828247
chr2	24756870	24756880	13	3	0.3255143899184007	1.6286333401997883	0	1.756160020828247	-1.3031189502813876	-1.756160020828247
chr2	24756880	24756890	13	3	0.40869515675764817	1.2808833122253418	0	1.756160020828247	-0.8721881554676936	-1.756160020828247
chr2	24756890	24756900	13	3	0.40869515675764817	1.2808833122253418	0	1.756160020828247	-0.8721881554676936	-1.756160020828247
chr2	24756900	24756910	13	3	0.40869515675764817	0.5216233332951864	0	0	-0.11292817653753823	0
chr2	24756910	24756920	13	3	0.2255297715847309	0.5216233332951864	0	0	-0.29609356171045553	0
chr2	24756920	24756930	13	3	0.3087105384239784	0.5216233332951864	0	0	-0.212912794871208	0
chr2	24756930	24756940	13	3	0.3601069175280057	0.3477499882380168	0	0	0.012356929289988938	0
chr2	24756940	24756950	13	3	0.3601069175280057	0.3477499882380168	0	0	0.012356929289988938	0
chr2	24756950	24756960	13	3	0.44892999759087193	0	0	0	0.44892999759087193	0
chr2	24756960	24756970	13	3	0.44892999759087193	0.17387433846791586	0	0	0.27505565912295604	0
chr2	24756970	24756980	13	3	0.7034546136856079	0.17387433846791586	0	0	0.529580275217692	0
chr2	24756980	24756990	13	3	1.036357696239765	0.5722723205884298	1.1547000408172607	0.673566997051239	0.4640853756513351	0.48113304376602173
chr2	24756990	24757000	13	3	1.0531615477341871	0.5722723205884298	1.127020001411438	0.673566997051239	0.4808892271457573	0.453453004360199
chr2	24757000	24757010	13	3	1.0531615477341871	0.5722723205884298	1.127020001411438	0.673566997051239	0.4808892271457573	0.453453004360199
chr2	24757010	24757020	13	3	1.0531615477341871	0.5722723205884298	1.127020001411438	0.673566997051239	0.4808892271457573	0.453453004360199
chr2	24757020	24757030	13	3	1.16987616282243	0.5722723205884298	1.1547000408172607	0.673566997051239	0.5976038422340001	0.48113304376602173
chr2	24757030	24757040	13	3	1.0331692512218769	0.7967933019002279	1.1547000408172607	1.0432499647140503	0.23637594932164896	0.11145007610321045
chr2	24757040	24757050	13	3	0.9464754049594586	0.7967933019002279	1.1547000408172607	1.0432499647140503	0.1496821030592307	0.11145007610321045
chr2	24757050	24757060	13	3	0.9464754049594586	1.2458399534225464	1.1547000408172607	1.0432499647140503	-0.2993645484630878	0.11145007610321045
chr2	24757060	24757070	13	3	0.9937869402078482	1.2458399534225464	0	1.0432499647140503	-0.2520530132146982	-1.0432499647140503
chr2	24757070	24757080	13	3	0.8867351642021766	1.2458399534225464	0	1.0432499647140503	-0.3591047892203698	-1.0432499647140503
chr2	24757080	24757090	13	3	0.82244362280919	1.2458399534225464	0	1.0432499647140503	-0.42339633061335635	-1.0432499647140503
chr2	24757090	24757100	13	3	0.4360146155724159	1.2458399534225464	0	1.0432499647140503	-0.8098253378501306	-1.0432499647140503
chr2	24757100	24757110	13	3	0.33602999723874605	0.7967933019002279	0	1.0432499647140503	-0.46076330466148185	-1.0432499647140503
chr2	24757110	24757120	13	3	0.4527446123269888	0.7967933019002279	0	1.0432499647140503	-0.3440486895732391	-1.0432499647140503
chr2	24757120	24757130	13	3	0.5359253791662363	0.622917652130127	0	0.5216230154037476	-0.08699227296389067	-0.5216230154037476
chr2	24757130	24757140	13	3	0.6329453816780677	0.622917652130127	0	0.5216230154037476	0.010027729547940734	-0.5216230154037476
chr2	24757140	24757150	13	3	0.6329453816780677	0.224522332350413	0	0	0.4084230493276547	0
chr2	24757150	24757160	13	3	0.6329453816780677	0.224522332350413	0	0	0.4084230493276547	0
chr2	24757160	24757170	13	3	0.6329453816780677	0.224522332350413	0	0	0.4084230493276547	0
chr2	24757170	24757180	13	3	0.7002184574420636	0.224522332350413	0	0	0.4756961250916506	0
chr2	24757180	24757190	13	3	0.7002184574420636	0.8099090059598287	0	0.673566997051239	-0.10969054851776516	-0.673566997051239
chr2	24757190	24757200	13	3	0.7440776916650625	0.5853866736094157	0	0	0.1586910180556469	0
chr2	24757200	24757210	13	3	0.7440776916650625	0.7592610120773315	0	0.5216230154037476	-0.015183320412268997	-0.5216230154037476
chr2	24757210	24757220	13	3	0.7440776916650625	0.7592610120773315	0	0.5216230154037476	-0.015183320412268997	-0.5216230154037476
chr2	24757220	24757230	13	3	0.7440776916650625	0.7592610120773315	0	0.5216230154037476	-0.015183320412268997	-0.5216230154037476
chr2	24757230	24757240	13	3	0.6608969248258151	0.9331366618474325	0	1.0432499647140503	-0.2722397370216174	-1.0432499647140503
chr2	24757240	24757250	13	3	0.5006897724591769	0.9331366618474325	0	1.0432499647140503	-0.4324468893882556	-1.0432499647140503
chr2	24757250	24757260	13	3	0.6277297735214233	0.9331366618474325	0	1.0432499647140503	-0.30540688832600915	-1.0432499647140503
chr2	24757260	24757270	13	3	0.7679484624129075	0.9331366618474325	0	1.0432499647140503	-0.165188199434525	-1.0432499647140503
chr2	24757270	24757280	13	3	0.7679484624129075	1.2808833122253418	0	1.756160020828247	-0.5129348498124343	-1.756160020828247
chr2	24757280	24757290	13	3	0.6512338473246648	1.2808833122253418	0	1.756160020828247	-0.629649464900677	-1.756160020828247
chr2	24757290	24757300	13	3	0.7047600104258611	0.6954966386159261	0	0	0.009263371809934973	0
chr2	24757300	24757310	13	3	0.6944346244518573	0.6954966386159261	0	0	-0.001062014164068814	0
chr2	24757310	24757320	13	3	0.8111492303701547	1.3184166351954143	0	1.3471299409866333	-0.5072674048252596	-1.3471299409866333
chr2	24757320	24757330	13	3	0.8943299972094022	1.3184166351954143	0	1.3471299409866333	-0.4240866379860121	-1.3471299409866333
chr2	24757330	24757340	13	3	0.7776153912911048	1.3184166351954143	0	1.3471299409866333	-0.5408012439043095	-1.3471299409866333
chr2	24757340	24757350	13	3	0.7776153912911048	1.1445399522781372	0	1.3471299409866333	-0.3669245609870324	-1.3471299409866333
chr2	24757350	24757360	13	3	0.9683453853313739	1.1445399522781372	1.0813499689102173	1.3471299409866333	-0.17619456694676328	-0.265779972076416
chr2	24757360	24757370	13	3	0.841304613993718	1.3184166351954143	0	1.3471299409866333	-0.47711202120169627	-1.3471299409866333
chr2	24757370	24757380	13	3	0.8081377011079055	1.4922899802525837	0	1.3471299409866333	-0.6841522791446782	-1.3471299409866333
chr2	24757380	24757390	13	3	0.9351784724455613	1.6661633253097534	1.0813499689102173	1.3471299409866333	-0.7309848528641921	-0.265779972076416
chr2	24757390	24757400	13	3	0.848484626183143	1.0432466665903728	0	0	-0.19476204040722978	0
chr2	24757400	24757410	13	3	0.848484626183143	1.0432466665903728	0	0	-0.19476204040722978	0
chr2	24757410	24757420	13	3	0.7317700110949003	1.0432466665903728	0	0	-0.31147665549547254	0
chr2	24757420	24757430	13	3	0.5615292329054612	1.0432466665903728	0	0	-0.4817174336849116	0
chr2	24757430	24757440	13	3	0.5783330843998835	0.6954966386159261	0	0	-0.11716355421604263	0
chr2	24757440	24757450	13	3	0.5783330843998835	0.6954966386159261	0	0	-0.11716355421604263	0
chr2	24757450	24757460	13	3	0.5248074714954083	0.6954966386159261	0	0	-0.17068916712051785	0
chr2	24757460	24757470	13	3	0.42802362258617693	0.6954966386159261	0	0	-0.2674730160297492	0
chr2	24757470	24757480	13	3	0.42802362258617693	0.5216233332951864	0	0	-0.09359971070900946	0
chr2	24757480	24757490	13	3	0.4744823162372296	0.5216233332951864	0	0	-0.04714101705795681	0
chr2	24757490	24757500	13	3	0.3474415448995737	0.5216233332951864	0	0	-0.1741817883956127	0
chr2	24757500	24757510	13	3	0.44742692433870757	0.3477499882380168	0	0	0.09967693610069078	0
chr2	24757510	24757520	13	3	0.44742692433870757	0.3477499882380168	0	0	0.09967693610069078	0
chr2	24757520	24757530	13	3	0.5474115518423227	0.7592610120773315	0	0.5216230154037476	-0.21184946023500884	-0.5216230154037476
chr2	24757530	24757540	13	3	0.5474115518423227	0.7592610120773315	0	0.5216230154037476	-0.21184946023500884	-0.5216230154037476
chr2	24757540	24757550	13	3	0.6330715326162485	0.5853866736094157	0	0	0.047684859006832836	0
chr2	24757550	24757560	13	3	0.6330715326162485	0.5853866736094157	0	0	0.047684859006832836	0
chr2	24757560	24757570	13	3	0.7805438408484826	0.5853866736094157	0	0	0.19515716723906695	0
chr2	24757570	24757580	13	3	0.6330715326162485	0.5853866736094157	0	0	0.047684859006832836	0
chr2	24757580	24757590	13	3	0.6330715326162485	0.5853866736094157	0	0	0.047684859006832836	0
chr2	24757590	24757600	13	3	0.6926292272714468	0.5853866736094157	0	0	0.10724255366203117	0
chr2	24757600	24757610	13	3	0.7996807648585393	0.5853866736094157	0	0	0.21429409124912369	0
chr2	24757610	24757620	13	3	0.7885192265877357	0.5853866736094157	0	0	0.20313255297832	0
chr2	24757620	24757630	13	3	0.7885192265877357	0.5853866736094157	0	0	0.20313255297832	0
chr2	24757630	24757640	13	3	0.6885346082540659	0	0	0	0.6885346082540659	0
chr2	24757640	24757650	13	3	0.8480784526238074	0	0	0	0.8480784526238074	0
chr2	24757650	24757660	13	3	0.6624338443462665	0	0	0	0.6624338443462665	0
chr2	24757660	24757670	13	3	0.6624338443462665	0	0	0	0.6624338443462665	0
chr2	24757670	24757680	13	3	0.5149615361140325	0	0	0	0.5149615361140325	0
chr2	24757680	24757690	13	3	0.40790999852694	0	0	0	0.40790999852694	0
chr2	24757690	24757700	13	3	0.5967184671988854	0	0	0	0.5967184671988854	0
chr2	24757700	24757710	13	3	0.4371746228291438	0	0	0	0.4371746228291438	0
chr2	24757710	24757720	13	3	0.4371746228291438	0	0	0	0.4371746228291438	0
chr2	24757720	24757730	13	3	0.484485387802124	0	0	0	0.484485387802124	0
chr2	24757730	24757740	13	3	0.8174161544212928	0	0	0	0.8174161544212928	0
chr2	24757740	24757750	13	3	0.8174161544212928	0	0	0	0.8174161544212928	0
chr2	24757750	24757760	13	3	0.6578723100515512	0	0	0	0.6578723100515512	0
chr2	24757760	24757770	13	3	0.6578723100515512	0	0	0	0.6578723100515512	0
chr2	24757770	24757780	13	3	0.7445661654839149	0	0	0	0.7445661654839149	0
chr2	24757780	24757790	13	3	0.8716069368215708	0	0	0	0.8716069368215708	0
chr2	24757790	24757800	13	3	0.9604307871598464	0	0	0	0.9604307871598464	0
chr2	24757800	24757810	13	3	0.8604461688261765	0	0	0	0.8604461688261765	0
chr2	24757810	24757820	13	3	0.8604461688261765	0	0	0	0.8604461688261765	0
chr2	24757820	24757830	13	3	0.8604461688261765	0	0	0	0.8604461688261765	0
chr2	24757830	24757840	13	3	0.8110046203319843	0	0	0	0.8110046203319843	0
chr2	24757840	24757850	13	3	0.6939376867734469	0	0	0	0.6939376867734469	0
chr2	24757850	24757860	13	3	0.6939376867734469	0	0	0	0.6939376867734469	0
chr2	24757860	24757870	13	3	0.6939376867734469	0	0	0	0.6939376867734469	0
chr2	24757870	24757880	13	3	0.8106523018616897	0	0	0	0.8106523018616897	0
chr2	24757880	24757890	13	3	0.812783094552847	0	0	0	0.812783094552847	0
chr2	24757890	24757900	13	3	0.6857430934906006	0	0	0	0.6857430934906006	0
chr2	24757900	24757910	13	3	0.5969192248124343	0	0	0	0.5969192248124343	0
chr2	24757910	24757920	13	3	0.6676392371837909	0	0	0	0.6676392371837909	0
chr2	24757920	24757930	13	3	0.6676392371837909	0	0	0	0.6676392371837909	0
chr2	24757930	24757940	13	3	0.7564622989067664	0	0	0	0.7564622989067664	0
chr2	24757940	24757950	13	3	0.7585923213225144	0.3477499882380168	0	0	0.41084233308449764	0
chr2	24757950	24757960	13	3	0.7283722895842332	0.3477499882380168	0	0	0.3806223013462164	0
chr2	24757960	24757970	13	3	0.7283722895842332	0.3477499882380168	0	0	0.3806223013462164	0
chr2	24757970	24757980	13	3	0.8283569079179031	0.7967933019002279	0	1.0432499647140503	0.03156360601767516	-1.0432499647140503
chr2	24757980	24757990	13	3	0.9810328575280997	0.9706666469573975	0	1.3471299409866333	0.010366210570702195	-1.3471299409866333
chr2	24757990	24758000	13	3	1.0517528332196748	1.1445399522781372	0	1.3471299409866333	-0.09278711905846238	-1.3471299409866333
chr2	24758000	24758010	13	3	1.2767113172090971	1.3690632979075115	0.6958370208740234	2.020699977874756	-0.09235198069841433	-1.3248629570007324
chr2	24758010	24758020	13	3	1.4362543913034291	1.3690632979075115	0.6958370208740234	2.020699977874756	0.06719109339591767	-1.3248629570007324
chr2	24758020	24758030	13	3	1.2767113172090971	1.2677689989407857	0.6958370208740234	0.673566997051239	0.008942318268311489	0.022270023822784424
