chrom	start	end	value	sample_id	group
chr2	24800410	24800420	1	260	AML
chr2	24800420	24800430	1	260	AML
chr2	24800490	24800500	1	260	AML
chr2	24800570	24800580	1	260	AML
chr2	24800590	24800600	1	260	AML
chr2	24800670	24800680	1	260	AML
chr2	24800770	24800780	0.800000011920929	260	AML
chr2	24800890	24800900	0.800000011920929	260	AML
chr2	24801010	24801020	1	260	AML
chr2	24801340	24801350	1	260	AML
chr2	24801990	24802000	1	260	AML
chr2	24802000	24802010	1	260	AML
chr2	24802490	24802500	1	260	AML
chr2	24802530	24802540	1	260	AML
chr2	24802570	24802580	0.8333333134651184	260	AML
chr2	24802620	24802630	1	260	AML
chr2	24802750	24802760	1	260	AML
chr2	24802930	24802940	1	260	AML
chr2	24803110	24803120	1	260	AML
chr2	24803160	24803170	1	260	AML
chr2	24803190	24803200	1	260	AML
chr2	24803240	24803250	1	260	AML
chr2	24803480	24803490	0.6666666865348816	260	AML
chr2	24803530	24803540	1	260	AML
chr2	24803570	24803580	0.8333333134651184	260	AML
chr2	24803680	24803690	1	260	AML
chr2	24803840	24803850	0.8571428656578064	260	AML
chr2	24803890	24803900	1	260	AML
chr2	24803900	24803910	1	260	AML
chr2	24804050	24804060	1	260	AML
chr2	24804460	24804470	1	260	AML
chr2	24804480	24804490	0	260	AML
chr2	24804680	24804690	1	260	AML
chr2	24804730	24804740	0.875	260	AML
chr2	24804830	24804840	1	260	AML
chr2	24804970	24804980	1	260	AML
chr2	24805020	24805030	1	260	AML
chr2	24805110	24805120	1	260	AML
chr2	24805130	24805140	1	260	AML
chr2	24805140	24805150	1	260	AML
chr2	24805150	24805160	1	260	AML
chr2	24805220	24805230	1	260	AML
chr2	24805260	24805270	1	260	AML
chr2	24805280	24805290	1	260	AML
chr2	24805290	24805300	0.75	260	AML
chr2	24805300	24805310	1	260	AML
chr2	24805320	24805330	1	260	AML
chr2	24805340	24805350	1	260	AML
chr2	24805370	24805380	1	260	AML
chr2	24805390	24805400	1	260	AML
chr2	24805480	24805490	0.9090909361839294	260	AML
chr2	24805540	24805550	1	260	AML
chr2	24805590	24805600	1	260	AML
chr2	24805620	24805630	1	260	AML
chr2	24805630	24805640	1	260	AML
chr2	24805670	24805680	1	260	AML
chr2	24805760	24805770	0.800000011920929	260	AML
chr2	24805810	24805820	1	260	AML
chr2	24805820	24805830	1	260	AML
chr2	24805970	24805980	1	260	AML
chr2	24806010	24806020	1	260	AML
chr2	24806020	24806030	1	260	AML
chr2	24806100	24806110	1	260	AML
chr2	24806120	24806130	0.3636363744735718	260	AML
chr2	24806150	24806160	1	260	AML
chr2	24806160	24806170	1	260	AML
chr2	24806170	24806180	1	260	AML
chr2	24806190	24806200	1	260	AML
chr2	24806210	24806220	1	260	AML
chr2	24806260	24806270	1	260	AML
chr2	24806270	24806280	1	260	AML
chr2	24806280	24806290	1	260	AML
chr2	24806300	24806310	1	260	AML
chr2	24806330	24806340	0.9166666865348816	260	AML
chr2	24806340	24806350	0.9166666865348816	260	AML
chr2	24806380	24806390	1	260	AML
chr2	24806390	24806400	1	260	AML
chr2	24806400	24806410	0.8999999761581421	260	AML
chr2	24806410	24806420	0.9090909361839294	260	AML
chr2	24806440	24806450	1	260	AML
chr2	24806450	24806460	1	260	AML
chr2	24806620	24806630	1	260	AML
chr2	24807050	24807060	1	260	AML
chr2	24807070	24807080	1	260	AML
chr2	24807160	24807170	1	260	AML
chr2	24808270	24808280	1	260	AML
chr2	24808280	24808290	1	260	AML
chr2	24808330	24808340	1	260	AML
chr2	24808350	24808360	0.9090909361839294	260	AML
chr2	24808380	24808390	1	260	AML
chr2	24808420	24808430	1	260	AML
chr2	24808440	24808450	1	260	AML
chr2	24808480	24808490	1	260	AML
chr2	24808490	24808500	1	260	AML
chr2	24808960	24808970	1	260	AML
chr2	24809000	24809010	0.8571428656578064	260	AML
chr2	24809240	24809250	1	260	AML
chr2	24809310	24809320	1	260	AML
chr2	24809650	24809660	1	260	AML
chr2	24809660	24809670	1	260	AML
chr2	24809970	24809980	1	260	AML
chr2	24809990	24810000	1	260	AML
chr2	24810300	24810310	1	260	AML
chr2	24810310	24810320	1	260	AML
chr2	24810330	24810340	1	260	AML
chr2	24810480	24810490	1	260	AML
chr2	24810540	24810550	1	260	AML
chr2	24810590	24810600	1	260	AML
chr2	24810600	24810610	1	260	AML
chr2	24810610	24810620	1	260	AML
chr2	24810650	24810660	1	260	AML
chr2	24810700	24810710	1	260	AML
chr2	24810720	24810730	1	260	AML
chr2	24810750	24810760	1	260	AML
chr2	24810790	24810800	1	260	AML
chr2	24810800	24810810	1	260	AML
chr2	24810850	24810860	1	260	AML
chr2	24810980	24810990	1	260	AML
chr2	24811000	24811010	0	260	AML
chr2	24811060	24811070	1	260	AML
chr2	24811080	24811090	0.8571428656578064	260	AML
chr2	24811090	24811100	1	260	AML
chr2	24811100	24811110	1	260	AML
chr2	24811180	24811190	1	260	AML
chr2	24811190	24811200	1	260	AML
chr2	24811300	24811310	1	260	AML
chr2	24811310	24811320	1	260	AML
chr2	24811360	24811370	1	260	AML
chr2	24811380	24811390	1	260	AML
chr2	24811420	24811430	1	260	AML
chr2	24811480	24811490	1	260	AML
chr2	24811490	24811500	1	260	AML
chr2	24811500	24811510	1	260	AML
chr2	24811520	24811530	1	260	AML
chr2	24811530	24811540	1	260	AML
chr2	24811580	24811590	1	260	AML
chr2	24811600	24811610	0.875	260	AML
chr2	24811610	24811620	1	260	AML
chr2	24811650	24811660	1	260	AML
chr2	24811660	24811670	0.875	260	AML
chr2	24811690	24811700	1	260	AML
chr2	24811710	24811720	1	260	AML
chr2	24811730	24811740	1	260	AML
chr2	24811740	24811750	1	260	AML
chr2	24811750	24811760	1	260	AML
chr2	24811780	24811790	1	260	AML
chr2	24811840	24811850	1	260	AML
chr2	24811880	24811890	1	260	AML
chr2	24811970	24811980	0.8461538553237915	260	AML
chr2	24812040	24812050	1	260	AML
chr2	24812090	24812100	1	260	AML
chr2	24812330	24812340	1	260	AML
chr2	24812640	24812650	1	260	AML
chr2	24812720	24812730	1	260	AML
chr2	24812950	24812960	1	260	AML
chr2	24812960	24812970	0.6666666865348816	260	AML
chr2	24812980	24812990	1	260	AML
chr2	24813010	24813020	1	260	AML
chr2	24813030	24813040	1	260	AML
chr2	24813100	24813110	0.8999999761581421	260	AML
chr2	24813110	24813120	1	260	AML
chr2	24813130	24813140	1	260	AML
chr2	24813160	24813170	1	260	AML
chr2	24813170	24813180	1	260	AML
chr2	24813190	24813200	1	260	AML
chr2	24813330	24813340	1	260	AML
chr2	24813370	24813380	1	260	AML
chr2	24813540	24813550	1	260	AML
chr2	24813600	24813610	1	260	AML
chr2	24813620	24813630	1	260	AML
chr2	24813650	24813660	1	260	AML
chr2	24813660	24813670	1	260	AML
chr2	24813700	24813710	0.9375	260	AML
chr2	24813710	24813720	1	260	AML
chr2	24813940	24813950	1	260	AML
chr2	24813980	24813990	1	260	AML
chr2	24814140	24814150	1	260	AML
chr2	24814240	24814250	0.800000011920929	260	AML
chr2	24814310	24814320	1	260	AML
chr2	24814650	24814660	0.875	260	AML
chr2	24814750	24814760	1	260	AML
chr2	24814840	24814850	1	260	AML
chr2	24814850	24814860	1	260	AML
chr2	24815030	24815040	1	260	AML
chr2	24815100	24815110	1	260	AML
chr2	24815110	24815120	1	260	AML
chr2	24815190	24815200	0.9411764740943909	260	AML
chr2	24815200	24815210	1	260	AML
chr2	24815330	24815340	1	260	AML
chr2	24815510	24815520	0.8571428656578064	260	AML
chr2	24815520	24815530	0.8333333134651184	260	AML
chr2	24815600	24815610	0.8666666746139526	260	AML
chr2	24815700	24815710	1	260	AML
chr2	24815740	24815750	0.875	260	AML
chr2	24815780	24815790	1	260	AML
chr2	24815860	24815870	1	260	AML
chr2	24815870	24815880	1	260	AML
chr2	24815940	24815950	0.9230769276618958	260	AML
chr2	24816000	24816010	0	260	AML
chr2	24816060	24816070	0.875	260	AML
chr2	24816080	24816090	0.8999999761581421	260	AML
chr2	24816360	24816370	0.9333333373069763	260	AML
chr2	24816370	24816380	1	260	AML
chr2	24816400	24816410	1	260	AML
chr2	24816540	24816550	1	260	AML
chr2	24816560	24816570	1	260	AML
chr2	24816620	24816630	1	260	AML
chr2	24816740	24816750	1	260	AML
chr2	24816790	24816800	0.9333333373069763	260	AML
chr2	24816800	24816810	0.9285714030265808	260	AML
chr2	24816940	24816950	1	260	AML
chr2	24816950	24816960	0.8333333134651184	260	AML
chr2	24817060	24817070	1	260	AML
chr2	24817190	24817200	1	260	AML
chr2	24817220	24817230	1	260	AML
chr2	24817370	24817380	1	260	AML
chr2	24817380	24817390	1	260	AML
chr2	24817390	24817400	1	260	AML
chr2	24817520	24817530	1	260	AML
chr2	24817570	24817580	1	260	AML
chr2	24817620	24817630	1	260	AML
chr2	24817700	24817710	1	260	AML
chr2	24817730	24817740	0.800000011920929	260	AML
chr2	24818680	24818690	1	260	AML
chr2	24818690	24818700	1	260	AML
chr2	24818720	24818730	1	260	AML
chr2	24818740	24818750	0.800000011920929	260	AML
chr2	24818750	24818760	0	260	AML
chr2	24818780	24818790	0.7142857313156128	260	AML
chr2	24818890	24818900	0.75	260	AML
chr2	24818910	24818920	1	260	AML
chr2	24818920	24818930	0.8333333134651184	260	AML
chr2	24818930	24818940	0.6666666865348816	260	AML
chr2	24819030	24819040	0.6499999761581421	260	AML
chr2	24819240	24819250	0.8333333134651184	260	AML
chr2	24819280	24819290	1	260	AML
chr2	24819460	24819470	1	260	AML
chr2	24819470	24819480	1	260	AML
chr2	24819480	24819490	1	260	AML
chr2	24819560	24819570	1	260	AML
chr2	24819580	24819590	1	260	AML
chr2	24819590	24819600	1	260	AML
chr2	24819600	24819610	1	260	AML
chr2	24819670	24819680	1	260	AML
chr2	24819680	24819690	1	260	AML
chr2	24819790	24819800	1	260	AML
chr2	24819860	24819870	1	260	AML
chr2	24819900	24819910	0.9285714030265808	260	AML
chr2	24819920	24819930	0.8571428656578064	260	AML
chr2	24820000	24820010	1	260	AML
chr2	24820050	24820060	1	260	AML
chr2	24820070	24820080	1	260	AML
chr2	24820080	24820090	1	260	AML
chr2	24820130	24820140	1	260	AML
chr2	24820140	24820150	1	260	AML
chr2	24820170	24820180	1	260	AML
chr2	24820190	24820200	1	260	AML
chr2	24820220	24820230	0.800000011920929	260	AML
chr2	24820260	24820270	1	260	AML
chr2	24820270	24820280	1	260	AML
chr2	24820280	24820290	1	260	AML
chr2	24820420	24820430	1	260	AML
chr2	24820440	24820450	0.9166666865348816	260	AML
chr2	24820590	24820600	1	260	AML
chr2	24820600	24820610	1	260	AML
chr2	24820650	24820660	1	260	AML
chr2	24820660	24820670	1	260	AML
chr2	24820680	24820690	1	260	AML
chr2	24820690	24820700	0.9375	260	AML
chr2	24820740	24820750	1	260	AML
chr2	24820790	24820800	0.8999999761581421	260	AML
chr2	24820800	24820810	1	260	AML
chr2	24820810	24820820	1	260	AML
chr2	24820830	24820840	0.8999999761581421	260	AML
chr2	24821020	24821030	1	260	AML
chr2	24821040	24821050	1	260	AML
chr2	24821070	24821080	1	260	AML
chr2	24821300	24821310	0.9090909361839294	260	AML
chr2	24821350	24821360	0.875	260	AML
chr2	24821390	24821400	1	260	AML
chr2	24821410	24821420	1	260	AML
chr2	24821480	24821490	1	260	AML
chr2	24821490	24821500	1	260	AML
chr2	24821520	24821530	0.8999999761581421	260	AML
chr2	24821560	24821570	1	260	AML
chr2	24821580	24821590	0.9166666865348816	260	AML
chr2	24821590	24821600	1	260	AML
chr2	24821610	24821620	1	260	AML
chr2	24821620	24821630	1	260	AML
chr2	24821650	24821660	1	260	AML
chr2	24821670	24821680	1	260	AML
chr2	24821780	24821790	1	260	AML
chr2	24821820	24821830	1	260	AML
chr2	24821860	24821870	1	260	AML
chr2	24821880	24821890	0	260	AML
chr2	24821890	24821900	1	260	AML
chr2	24821990	24822000	1	260	AML
chr2	24822000	24822010	1	260	AML
chr2	24822030	24822040	1	260	AML
chr2	24822170	24822180	1	260	AML
chr2	24822340	24822350	1	260	AML
chr2	24822380	24822390	1	260	AML
chr2	24822540	24822550	1	260	AML
chr2	24822560	24822570	1	260	AML
chr2	24822570	24822580	1	260	AML
chr2	24822600	24822610	1	260	AML
chr2	24822760	24822770	1	260	AML
chr2	24822840	24822850	0.875	260	AML
chr2	24822860	24822870	1	260	AML
chr2	24822870	24822880	1	260	AML
chr2	24822920	24822930	1	260	AML
chr2	24822960	24822970	0.8999999761581421	260	AML
chr2	24823020	24823030	0.8999999761581421	260	AML
chr2	24823080	24823090	1	260	AML
chr2	24823090	24823100	1	260	AML
chr2	24823160	24823170	1	260	AML
chr2	24823240	24823250	1	260	AML
chr2	24823330	24823340	0.9090909361839294	260	AML
chr2	24823360	24823370	0.9090909361839294	260	AML
chr2	24823370	24823380	1	260	AML
chr2	24823390	24823400	1	260	AML
chr2	24823570	24823580	1	260	AML
chr2	24823590	24823600	0.8999999761581421	260	AML
chr2	24823630	24823640	1	260	AML
chr2	24823640	24823650	1	260	AML
chr2	24823680	24823690	0.75	260	AML
chr2	24823780	24823790	0	260	AML
chr2	24823810	24823820	0.8333333134651184	260	AML
chr2	24823820	24823830	1	260	AML
chr2	24823840	24823850	1	260	AML
chr2	24823940	24823950	1	260	AML
chr2	24823960	24823970	0.8888888955116272	260	AML
chr2	24823980	24823990	0	260	AML
chr2	24823990	24824000	0	260	AML
chr2	24824050	24824060	0.875	260	AML
chr2	24824060	24824070	1	260	AML
chr2	24824160	24824170	1	260	AML
chr2	24824170	24824180	1	260	AML
chr2	24824200	24824210	1	260	AML
chr2	24824210	24824220	1	260	AML
chr2	24824300	24824310	1	260	AML
chr2	24824350	24824360	1	260	AML
chr2	24824400	24824410	1	260	AML
chr2	24824410	24824420	1	260	AML
chr2	24824440	24824450	0.8571428656578064	260	AML
chr2	24824450	24824460	1	260	AML
chr2	24824460	24824470	1	260	AML
chr2	24824470	24824480	1	260	AML
chr2	24824480	24824490	1	260	AML
chr2	24824510	24824520	1	260	AML
chr2	24824520	24824530	1	260	AML
chr2	24824550	24824560	1	260	AML
chr2	24824610	24824620	1	260	AML
chr2	24824650	24824660	1	260	AML
chr2	24824660	24824670	1	260	AML
chr2	24824680	24824690	1	260	AML
chr2	24824740	24824750	1	260	AML
chr2	24824750	24824760	0.9090909361839294	260	AML
chr2	24824780	24824790	1	260	AML
chr2	24824830	24824840	1	260	AML
chr2	24824840	24824850	1	260	AML
chr2	24824910	24824920	1	260	AML
chr2	24825020	24825030	0.800000011920929	260	AML
chr2	24825030	24825040	1	260	AML
chr2	24825060	24825070	1	260	AML
chr2	24825110	24825120	0.800000011920929	260	AML
chr2	24825170	24825180	1	260	AML
chr2	24825480	24825490	1	260	AML
chr2	24825610	24825620	1	260	AML
chr2	24825700	24825710	1	260	AML
chr2	24825710	24825720	1	260	AML
chr2	24825720	24825730	1	260	AML
chr2	24825830	24825840	1	260	AML
chr2	24825840	24825850	1	260	AML
chr2	24825890	24825900	1	260	AML
chr2	24825900	24825910	1	260	AML
chr2	24825910	24825920	1	260	AML
chr2	24825920	24825930	1	260	AML
chr2	24826010	24826020	1	260	AML
chr2	24826020	24826030	1	260	AML
chr2	24826030	24826040	1	260	AML
chr2	24826040	24826050	1	260	AML
chr2	24826090	24826100	1	260	AML
chr2	24826130	24826140	1	260	AML
chr2	24826140	24826150	1	260	AML
chr2	24826240	24826250	1	260	AML
chr2	24826260	24826270	1	260	AML
chr2	24826270	24826280	1	260	AML
chr2	24826560	24826570	0.8888888955116272	260	AML
chr2	24826660	24826670	1	260	AML
chr2	24826670	24826680	1	260	AML
chr2	24826770	24826780	1	260	AML
chr2	24826780	24826790	1	260	AML
chr2	24826860	24826870	0.75	260	AML
chr2	24826930	24826940	0.875	260	AML
chr2	24826940	24826950	0.875	260	AML
chr2	24827210	24827220	1	260	AML
chr2	24827280	24827290	1	260	AML
chr2	24827420	24827430	0.8333333134651184	260	AML
chr2	24827440	24827450	1	260	AML
chr2	24827450	24827460	1	260	AML
chr2	24827460	24827470	0.8333333134651184	260	AML
chr2	24827530	24827540	1	260	AML
chr2	24827670	24827680	0.625	260	AML
chr2	24827690	24827700	0	260	AML
chr2	24827740	24827750	0.3333333432674408	260	AML
chr2	24827850	24827860	0.8333333134651184	260	AML
chr2	24827880	24827890	1	260	AML
chr2	24827900	24827910	0.125	260	AML
chr2	24827910	24827920	0.9375	260	AML
chr2	24827920	24827930	0.8571428656578064	260	AML
chr2	24827940	24827950	1	260	AML
chr2	24827970	24827980	0.75	260	AML
chr2	24827980	24827990	1	260	AML
chr2	24827990	24828000	1	260	AML
chr2	24828000	24828010	1	260	AML
chr2	24828040	24828050	1	260	AML
chr2	24828050	24828060	0.7857142686843872	260	AML
chr2	24828100	24828110	1	260	AML
chr2	24828110	24828120	0.8333333134651184	260	AML
chr2	24828120	24828130	1	260	AML
chr2	24828130	24828140	1	260	AML
chr2	24828170	24828180	1	260	AML
chr2	24828190	24828200	1	260	AML
chr2	24828240	24828250	1	260	AML
chr2	24828260	24828270	1	260	AML
chr2	24828280	24828290	0.800000011920929	260	AML
chr2	24828340	24828350	1	260	AML
chr2	24828350	24828360	0	260	AML
chr2	24828380	24828390	1	260	AML
chr2	24828420	24828430	1	260	AML
chr2	24828540	24828550	1	260	AML
chr2	24828570	24828580	1	260	AML
chr2	24828660	24828670	1	260	AML
chr2	24828670	24828680	0.800000011920929	260	AML
chr2	24828680	24828690	1	260	AML
chr2	24828690	24828700	1	260	AML
chr2	24828740	24828750	1	260	AML
chr2	24828750	24828760	1	260	AML
chr2	24829040	24829050	1	260	AML
chr2	24829050	24829060	1	260	AML
chr2	24829060	24829070	1	260	AML
chr2	24829110	24829120	1	260	AML
chr2	24829160	24829170	1	260	AML
chr2	24829200	24829210	1	260	AML
chr2	24829300	24829310	0.5	260	AML
chr2	24829310	24829320	1	260	AML
chr2	24829480	24829490	1	260	AML
chr2	24829510	24829520	1	260	AML
chr2	24829520	24829530	1	260	AML
chr2	24829560	24829570	1	260	AML
chr2	24829570	24829580	1	260	AML
chr2	24829580	24829590	1	260	AML
chr2	24829610	24829620	1	260	AML
chr2	24829640	24829650	1	260	AML
chr2	24829650	24829660	0.8571428656578064	260	AML
chr2	24829660	24829670	1	260	AML
chr2	24829700	24829710	1	260	AML
chr2	24829710	24829720	1	260	AML
chr2	24829720	24829730	1	260	AML
chr2	24829810	24829820	1	260	AML
chr2	24829860	24829870	1	260	AML
chr2	24830060	24830070	1	260	AML
chr2	24830070	24830080	0	260	AML
chr2	24830090	24830100	1	260	AML
chr2	24830100	24830110	1	260	AML
chr2	24830120	24830130	1	260	AML
chr2	24830140	24830150	1	260	AML
chr2	24830250	24830260	1	260	AML
chr2	24830260	24830270	1	260	AML
chr2	24830270	24830280	1	260	AML
chr2	24830280	24830290	1	260	AML
chr2	24830310	24830320	1	260	AML
chr2	24830320	24830330	1	260	AML
chr2	24830330	24830340	1	260	AML
chr2	24830470	24830480	1	260	AML
chr2	24830600	24830610	0.875	260	AML
chr2	24830670	24830680	1	260	AML
chr2	24830710	24830720	1	260	AML
chr2	24830740	24830750	1	260	AML
chr2	24830770	24830780	1	260	AML
chr2	24830780	24830790	1	260	AML
chr2	24830870	24830880	1	260	AML
chr2	24830880	24830890	1	260	AML
chr2	24830900	24830910	1	260	AML
chr2	24830910	24830920	1	260	AML
chr2	24830930	24830940	0.800000011920929	260	AML
chr2	24830990	24831000	1	260	AML
chr2	24831000	24831010	0.9166666865348816	260	AML
chr2	24831020	24831030	0.9230769276618958	260	AML
chr2	24831050	24831060	1	260	AML
chr2	24831070	24831080	0.8571428656578064	260	AML
chr2	24831080	24831090	1	260	AML
chr2	24831120	24831130	0.9333333373069763	260	AML
chr2	24831170	24831180	1	260	AML
chr2	24831310	24831320	0.8571428656578064	260	AML
chr2	24831320	24831330	1	260	AML
chr2	24831340	24831350	1	260	AML
chr2	24831390	24831400	0	260	AML
chr2	24831400	24831410	0.7777777910232544	260	AML
chr2	24831410	24831420	1	260	AML
chr2	24831430	24831440	1	260	AML
chr2	24831440	24831450	1	260	AML
chr2	24831530	24831540	0.875	260	AML
chr2	24831660	24831670	0.800000011920929	260	AML
chr2	24832080	24832090	1	260	AML
chr2	24832090	24832100	1	260	AML
chr2	24832120	24832130	1	260	AML
chr2	24832130	24832140	1	260	AML
chr2	24832140	24832150	1	260	AML
chr2	24832160	24832170	1	260	AML
chr2	24832190	24832200	0.875	260	AML
chr2	24832200	24832210	1	260	AML
chr2	24832210	24832220	1	260	AML
chr2	24832220	24832230	1	260	AML
chr2	24832350	24832360	0.9090909361839294	260	AML
chr2	24832370	24832380	1	260	AML
chr2	24832390	24832400	1	260	AML
chr2	24832400	24832410	1	260	AML
chr2	24832480	24832490	0.8823529481887817	260	AML
chr2	24832520	24832530	0.9411764740943909	260	AML
chr2	24832630	24832640	1	260	AML
chr2	24832670	24832680	1	260	AML
chr2	24832680	24832690	1	260	AML
chr2	24832700	24832710	1	260	AML
chr2	24832740	24832750	0.75	260	AML
chr2	24832760	24832770	1	260	AML
chr2	24832820	24832830	1	260	AML
chr2	24832890	24832900	1	260	AML
chr2	24832900	24832910	0	260	AML
chr2	24832950	24832960	1	260	AML
chr2	24832960	24832970	1	260	AML
chr2	24833020	24833030	1	260	AML
chr2	24833050	24833060	0.8888888955116272	260	AML
chr2	24833090	24833100	1	260	AML
chr2	24833110	24833120	1	260	AML
chr2	24833130	24833140	1	260	AML
chr2	24833200	24833210	0.9285714030265808	260	AML
chr2	24833240	24833250	0.8888888955116272	260	AML
chr2	24833260	24833270	0.6666666865348816	260	AML
chr2	24833290	24833300	1	260	AML
chr2	24833300	24833310	1	260	AML
chr2	24833310	24833320	0.8999999761581421	260	AML
chr2	24833360	24833370	1	260	AML
chr2	24833400	24833410	1	260	AML
chr2	24833410	24833420	1	260	AML
chr2	24833420	24833430	1	260	AML
chr2	24833510	24833520	1	260	AML
chr2	24833550	24833560	1	260	AML
chr2	24833620	24833630	1	260	AML
chr2	24833650	24833660	0.949999988079071	260	AML
chr2	24833680	24833690	1	260	AML
chr2	24833740	24833750	0	260	AML
chr2	24833750	24833760	1	260	AML
chr2	24833810	24833820	1	260	AML
chr2	24833830	24833840	1	260	AML
chr2	24833840	24833850	1	260	AML
chr2	24833920	24833930	0.8571428656578064	260	AML
chr2	24833930	24833940	1	260	AML
chr2	24833940	24833950	0.8333333134651184	260	AML
chr2	24833970	24833980	0.8333333134651184	260	AML
chr2	24834050	24834060	1	260	AML
chr2	24834060	24834070	0.875	260	AML
chr2	24834140	24834150	1	260	AML
chr2	24834260	24834270	1	260	AML
chr2	24834280	24834290	0.9090909361839294	260	AML
chr2	24834310	24834320	1	260	AML
chr2	24834320	24834330	1	260	AML
chr2	24834340	24834350	1	260	AML
chr2	24834400	24834410	0.75	260	AML
chr2	24834420	24834430	1	260	AML
chr2	24834430	24834440	1	260	AML
chr2	24834440	24834450	1	260	AML
chr2	24834450	24834460	1	260	AML
chr2	24834460	24834470	1	260	AML
chr2	24834470	24834480	1	260	AML
chr2	24834490	24834500	0.6666666865348816	260	AML
chr2	24834500	24834510	1	260	AML
chr2	24834510	24834520	1	260	AML
chr2	24834520	24834530	0.800000011920929	260	AML
chr2	24834530	24834540	0.8571428656578064	260	AML
chr2	24834570	24834580	1	260	AML
chr2	24834580	24834590	1	260	AML
chr2	24834590	24834600	1	260	AML
chr2	24834610	24834620	1	260	AML
chr2	24834700	24834710	1	260	AML
chr2	24834710	24834720	1	260	AML
chr2	24834750	24834760	1	260	AML
chr2	24834770	24834780	1	260	AML
chr2	24834780	24834790	1	260	AML
chr2	24834800	24834810	1	260	AML
chr2	24834820	24834830	1	260	AML
chr2	24834840	24834850	0.8571428656578064	260	AML
chr2	24834870	24834880	1	260	AML
chr2	24834890	24834900	1	260	AML
chr2	24834900	24834910	0.9285714030265808	260	AML
chr2	24834930	24834940	1	260	AML
chr2	24834950	24834960	1	260	AML
chr2	24835040	24835050	1	260	AML
chr2	24835070	24835080	1	260	AML
chr2	24835100	24835110	1	260	AML
chr2	24835150	24835160	1	260	AML
chr2	24835190	24835200	1	260	AML
chr2	24835240	24835250	1	260	AML
chr2	24835460	24835470	1	260	AML
chr2	24835580	24835590	0.8999999761581421	260	AML
chr2	24835590	24835600	1	260	AML
chr2	24835600	24835610	1	260	AML
chr2	24835610	24835620	1	260	AML
chr2	24835640	24835650	1	260	AML
chr2	24835650	24835660	1	260	AML
chr2	24835660	24835670	1	260	AML
chr2	24835670	24835680	0.7777777910232544	260	AML
chr2	24835800	24835810	1	260	AML
chr2	24835850	24835860	1	260	AML
chr2	24835860	24835870	1	260	AML
chr2	24835880	24835890	1	260	AML
chr2	24835890	24835900	1	260	AML
chr2	24835910	24835920	1	260	AML
chr2	24835920	24835930	1	260	AML
chr2	24836040	24836050	1	260	AML
chr2	24836070	24836080	1	260	AML
chr2	24836090	24836100	1	260	AML
chr2	24836100	24836110	1	260	AML
chr2	24836130	24836140	1	260	AML
chr2	24836290	24836300	1	260	AML
chr2	24836300	24836310	1	260	AML
chr2	24836340	24836350	1	260	AML
chr2	24836350	24836360	1	260	AML
chr2	24836400	24836410	1	260	AML
chr2	24836410	24836420	0.8888888955116272	260	AML
chr2	24836420	24836430	0.8888888955116272	260	AML
chr2	24836490	24836500	1	260	AML
chr2	24836650	24836660	1	260	AML
chr2	24836680	24836690	1	260	AML
chr2	24836710	24836720	1	260	AML
chr2	24836740	24836750	0.9090909361839294	260	AML
chr2	24836840	24836850	1	260	AML
chr2	24836870	24836880	0.8999999761581421	260	AML
chr2	24836930	24836940	0.9285714030265808	260	AML
chr2	24836940	24836950	1	260	AML
chr2	24836970	24836980	0.9285714030265808	260	AML
chr2	24837090	24837100	1	260	AML
chr2	24837120	24837130	1	260	AML
chr2	24837130	24837140	0.875	260	AML
chr2	24837180	24837190	1	260	AML
chr2	24837190	24837200	1	260	AML
chr2	24837270	24837280	1	260	AML
chr2	24837350	24837360	1	260	AML
chr2	24837460	24837470	1	260	AML
chr2	24837480	24837490	1	260	AML
chr2	24837500	24837510	0.9411764740943909	260	AML
chr2	24837570	24837580	1	260	AML
chr2	24837580	24837590	1	260	AML
chr2	24837820	24837830	1	260	AML
chr2	24837870	24837880	1	260	AML
chr2	24837910	24837920	0.9090909361839294	260	AML
chr2	24837950	24837960	0.75	260	AML
chr2	24838090	24838100	0.6000000238418579	260	AML
chr2	24838170	24838180	0.9333333373069763	260	AML
chr2	24838190	24838200	0.875	260	AML
chr2	24838440	24838450	0.8571428656578064	260	AML
chr2	24838540	24838550	1	260	AML
chr2	24838550	24838560	1	260	AML
chr2	24838610	24838620	0.9333333373069763	260	AML
chr2	24838620	24838630	1	260	AML
chr2	24838640	24838650	1	260	AML
chr2	24838650	24838660	1	260	AML
chr2	24838690	24838700	0.9666666388511658	260	AML
chr2	24838700	24838710	1	260	AML
chr2	24838710	24838720	1	260	AML
chr2	24838720	24838730	0.9333333373069763	260	AML
chr2	24838730	24838740	1	260	AML
chr2	24838790	24838800	1	260	AML
chr2	24838810	24838820	1	260	AML
chr2	24838830	24838840	1	260	AML
chr2	24838870	24838880	1	260	AML
chr2	24838910	24838920	1	260	AML
chr2	24838930	24838940	1	260	AML
chr2	24838980	24838990	1	260	AML
chr2	24839030	24839040	1	260	AML
chr2	24839100	24839110	1	260	AML
chr2	24839130	24839140	1	260	AML
chr2	24839190	24839200	1	260	AML
chr2	24839220	24839230	1	260	AML
chr2	24839250	24839260	0	260	AML
chr2	24839390	24839400	1	260	AML
chr2	24839400	24839410	1	260	AML
chr2	24839450	24839460	1	260	AML
chr2	24839460	24839470	1	260	AML
chr2	24839470	24839480	1	260	AML
chr2	24839480	24839490	1	260	AML
